Model,Base Clock,Boost Clock,Memory Clock,Memory Size,Memory Type,Memory Bus,Bandwidth,TDP,L1 Cache,L2 Cache,Shading Units,FP32 (float),Hashrate,AI Cores
geforce rtx 3090,1395.0,1695.0,1219.0,24576.0,GDDR6X,384.0,936.2,350.0,128.0,6144.0,10496.0,35580.0,119000000.0,328.0
grid a100a,900.0,1005.0,1215.0,32768.0,HBM2e,6144.0,1914.88,400.0,192.0,32768.0,6912.0,13890.0,,
grid a100b,900.0,1005.0,1215.0,49152.0,HBM2e,6144.0,1914.88,400.0,192.0,49152.0,6912.0,13890.0,,
grid rtx t10 2,1065.0,1395.0,1750.0,2048.0,GDDR6,384.0,672.0,150.0,64.0,6144.0,3584.0,9999.0,,448.0
grid rtx t10 4,1065.0,1395.0,1750.0,4096.0,GDDR6,384.0,672.0,150.0,64.0,6144.0,3584.0,9999.0,,448.0
jetson xavier nx 16 gb,854.0,1100.0,1866.0,16384.0,LPDDR4X,128.0,59.71,20.0,128.0,256.0,384.0,844.8,,
jetson xavier nx 8 gb,854.0,1100.0,1866.0,8192.0,LPDDR4X,128.0,59.71,15.0,128.0,256.0,384.0,844.8,,
quadro rtx 5000 mobile refresh,1035.0,1530.0,1750.0,16384.0,GDDR6,256.0,448.0,110.0,64.0,4096.0,3072.0,9400.0,,384.0
quadro rtx 5000 x2 mobile,1035.0,1530.0,1750.0,16384.0,GDDR6,256.0,448.0,110.0,64.0,4096.0,3072.0,9400.0,,384.0
quadro t1000 mobile gddr6,1395.0,1650.0,1500.0,4096.0,GDDR6,128.0,192.0,50.0,64.0,1024.0,896.0,2957.0,,
rtx a6000,1410.0,1800.0,2000.0,49152.0,GDDR6,384.0,768.0,300.0,128.0,6144.0,10752.0,38710.0,,336.0
t500 max q,795.0,1425.0,1250.0,4096.0,GDDR6,64.0,80.0,18.0,64.0,1024.0,896.0,2554.0,,
t500 mobile,1185.0,1560.0,1250.0,4096.0,GDDR6,64.0,80.0,18.0,64.0,1024.0,896.0,2796.0,,
tesla t10 16 gb,1065.0,1395.0,1575.0,16384.0,GDDR6,256.0,403.2,150.0,64.0,6144.0,3584.0,9999.0,,
a10 pcie,885.0,1695.0,1563.0,24576.0,GDDR6,384.0,600.2,150.0,128.0,6144.0,9216.0,31240.0,,
a100 pcie 80 gb,1065.0,1410.0,1512.0,81920.0,HBM2e,5120.0,1986.56,300.0,192.0,81920.0,6912.0,19490.0,,
a100x,795.0,1440.0,1593.0,81920.0,HBM2e,5120.0,2088.96,300.0,192.0,81920.0,6912.0,19910.0,,
a10g,1320.0,1710.0,1563.0,24576.0,GDDR6,384.0,600.2,150.0,128.0,6144.0,9216.0,31520.0,,
a16 pcie,1312.0,1755.0,1563.0,16384.0,GDDR6,128.0,200.1,250.0,128.0,2048.0,1280.0,4493.0,,
a2,1440.0,1770.0,1563.0,16384.0,GDDR6,128.0,200.1,60.0,128.0,2048.0,1280.0,4531.0,,
a2 pcie,1440.0,1770.0,1563.0,16384.0,GDDR6,128.0,200.1,60.0,128.0,2048.0,1280.0,4531.0,,
a30 pcie,930.0,1440.0,1215.0,24576.0,HBM2e,3072.0,933.1,165.0,192.0,24576.0,3584.0,10320.0,,
a30x,1035.0,1440.0,1593.0,24576.0,HBM2e,3072.0,1249.28,230.0,192.0,24576.0,3584.0,10320.0,,
cmp 170hx 10 gb,1140.0,1410.0,1215.0,10240.0,HBM2e,5120.0,1597.44,250.0,192.0,10240.0,4480.0,12630.0,,
cmp 170hx 8 gb,1140.0,1410.0,1458.0,8192.0,HBM2e,4096.0,1525.76,250.0,192.0,8192.0,4480.0,12630.0,,
cmp 30hx,1530.0,1785.0,1750.0,6144.0,GDDR6,192.0,336.0,125.0,64.0,1536.0,1408.0,5027.0,,
cmp 40hx,1470.0,1650.0,1750.0,8192.0,GDDR6,256.0,448.0,185.0,64.0,4096.0,2304.0,7603.0,,
cmp 50hx,1350.0,1545.0,1750.0,10240.0,GDDR6,320.0,560.0,250.0,64.0,5120.0,3584.0,11070.0,,
cmp 70hx,1365.0,1395.0,1188.0,8192.0,GDDR6X,256.0,608.3,,128.0,4096.0,3840.0,10710.0,,
cmp 90hx,1500.0,1710.0,1188.0,10240.0,GDDR6X,320.0,760.3,320.0,128.0,5120.0,6400.0,21890.0,,
geforce gt 1010,1228.0,1468.0,1502.0,2048.0,GDDR5,64.0,48.06,30.0,16.0,256.0,256.0,751.6,,0.0
geforce gt 1010 ddr4,1152.0,1380.0,1050.0,2048.0,DDR4,64.0,16.8,20.0,16.0,256.0,256.0,706.6,,0.0
geforce mx550,1065.0,1320.0,1500.0,2048.0,GDDR6,64.0,96.0,25.0,128.0,2048.0,1024.0,2703.0,,0.0
geforce mx570,832.0,1155.0,1500.0,2048.0,GDDR6,64.0,96.0,15.0,128.0,2048.0,2048.0,4731.0,,64.0
geforce mx570 a,832.0,1155.0,1500.0,2048.0,GDDR6,64.0,96.0,25.0,128.0,2048.0,2048.0,4731.0,,64.0
geforce rtx 2050 max q,832.0,1155.0,1475.0,4096.0,GDDR6,64.0,94.4,30.0,64.0,2048.0,2048.0,4731.0,,64.0
geforce rtx 2050 mobile,735.0,1245.0,1750.0,4096.0,GDDR6,64.0,112.0,30.0,64.0,2048.0,2048.0,5100.0,,64.0
geforce rtx 2060 12 gb,1470.0,1650.0,1750.0,12288.0,GDDR6,192.0,336.0,184.0,64.0,3072.0,2176.0,7181.0,,272.0
geforce rtx 3050 max q,712.0,1057.0,1375.0,4096.0,GDDR6,128.0,176.0,35.0,128.0,2048.0,2048.0,4329.0,,64.0
geforce rtx 3050 mobile,1065.0,1343.0,1500.0,4096.0,GDDR6,128.0,192.0,45.0,128.0,2048.0,2048.0,5501.0,,64.0
geforce rtx 3050 ti max q,735.0,1035.0,1375.0,4096.0,GDDR6,128.0,176.0,75.0,128.0,2048.0,2560.0,5299.0,,80.0
geforce rtx 3050 ti mobile,735.0,1035.0,1500.0,4096.0,GDDR6,128.0,192.0,75.0,128.0,2048.0,2560.0,5299.0,,80.0
geforce rtx 3050 ti mobile,735.0,1035.0,1500.0,4096.0,GDDR6,128.0,192.0,75.0,128.0,2048.0,2560.0,5299.0,,80.0
geforce rtx 3060 12 gb,1320.0,1777.0,1875.0,12288.0,GDDR6,192.0,360.0,170.0,128.0,3072.0,3584.0,12740.0,,112.0
geforce rtx 3060 12 gb ga104,1320.0,1777.0,1875.0,12288.0,GDDR6,192.0,360.0,170.0,128.0,3072.0,3584.0,12740.0,,112.0
geforce rtx 3060 3840sp,1627.0,1852.0,1750.0,6144.0,GDDR6,192.0,336.0,185.0,128.0,3072.0,3840.0,14220.0,,120.0
geforce rtx 3060 max q,817.0,1282.0,1500.0,6144.0,GDDR6,192.0,288.0,60.0,128.0,3072.0,3840.0,9846.0,,120.0
geforce rtx 3060 mobile,900.0,1425.0,1750.0,6144.0,GDDR6,192.0,336.0,80.0,128.0,3072.0,3840.0,10940.0,,120.0
geforce rtx 3070 6144sp,1740.0,1770.0,1750.0,8192.0,GDDR6,256.0,448.0,290.0,128.0,4096.0,6144.0,21750.0,,192.0
geforce rtx 3070 max q,780.0,1290.0,1500.0,8192.0,GDDR6,256.0,384.0,80.0,128.0,4096.0,5120.0,13210.0,,160.0
geforce rtx 3070 mobile,1110.0,1560.0,1750.0,8192.0,GDDR6,256.0,448.0,115.0,128.0,4096.0,5120.0,15970.0,,160.0
geforce rtx 3070 ti,1575.0,1770.0,1188.0,8192.0,GDDR6X,256.0,608.3,290.0,128.0,4096.0,6144.0,21750.0,80000000.0,192.0
geforce rtx 3080 max q,780.0,1245.0,1500.0,8192.0,GDDR6,256.0,384.0,80.0,128.0,4096.0,6144.0,15300.0,,192.0
geforce rtx 3080 mobile,1110.0,1545.0,1750.0,8192.0,GDDR6,256.0,448.0,115.0,128.0,4096.0,6144.0,18980.0,,192.0
geforce rtx 3080 ti,1365.0,1665.0,1188.0,12288.0,GDDR6X,384.0,912.4,350.0,128.0,6144.0,10240.0,34100.0,117000000.0,320.0
pg506 207,930.0,1440.0,1215.0,24576.0,HBM2,3072.0,933.1,165.0,192.0,24576.0,3584.0,10320.0,,
pg506 217,930.0,1440.0,1215.0,24576.0,HBM2,3072.0,933.1,165.0,192.0,24576.0,3584.0,10320.0,,
pg506 232,930.0,1440.0,1215.0,24576.0,HBM2,3072.0,933.1,165.0,192.0,24576.0,3584.0,10320.0,,
pg506 242,930.0,1440.0,1215.0,24576.0,HBM2,3072.0,933.1,165.0,192.0,24576.0,3584.0,10320.0,,
quadro t1200 max q,855.0,1425.0,1250.0,4096.0,GDDR6,128.0,160.0,18.0,64.0,1024.0,1024.0,2918.0,,
quadro t1200 mobile,1515.0,1785.0,1500.0,4096.0,GDDR6,128.0,192.0,18.0,64.0,1024.0,1024.0,3656.0,,
rtx a2000,562.0,1200.0,1500.0,6144.0,GDDR6,192.0,288.0,70.0,128.0,3072.0,3328.0,7987.0,,104.0
rtx a2000 12 gb,562.0,1200.0,1500.0,12288.0,GDDR6,192.0,288.0,70.0,128.0,3072.0,3328.0,7987.0,39000000.0,104.0
rtx a2000 max q,682.0,1207.0,1375.0,4096.0,GDDR6,128.0,176.0,95.0,128.0,2048.0,2560.0,6180.0,,80.0
rtx a2000 max q 8 gb,607.0,1177.0,1375.0,8192.0,GDDR6,128.0,176.0,95.0,128.0,2048.0,2560.0,6026.0,,80.0
rtx a2000 mobile,1215.0,1687.0,1500.0,4096.0,GDDR6,128.0,192.0,95.0,128.0,2048.0,2560.0,8637.0,,80.0
rtx a2000 mobile 8 gb,1117.0,1612.0,1750.0,8192.0,GDDR6,128.0,224.0,95.0,128.0,2048.0,2560.0,8253.0,,80.0
rtx a3000 mobile,600.0,1230.0,1375.0,6144.0,GDDR6,192.0,264.0,70.0,128.0,4096.0,4096.0,10080.0,,128.0
rtx a3000 mobile 12 gb,495.0,1170.0,1750.0,12288.0,GDDR6,192.0,336.0,70.0,128.0,4096.0,4096.0,9585.0,,128.0
rtx a4 mobile,1297.0,1770.0,1750.0,4096.0,GDDR6,128.0,224.0,,128.0,2048.0,2048.0,7250.0,,64.0
rtx a4000,735.0,1560.0,1750.0,16384.0,GDDR6,256.0,448.0,140.0,128.0,4096.0,6144.0,19170.0,59000000.0,192.0
rtx a4000 max q,780.0,1395.0,1375.0,8192.0,GDDR6,256.0,352.0,80.0,128.0,4096.0,5120.0,14280.0,,160.0
rtx a4000 mobile,1140.0,1680.0,1500.0,8192.0,GDDR6,256.0,384.0,115.0,128.0,4096.0,5120.0,17200.0,,160.0
rtx a4000h,735.0,1560.0,1750.0,16384.0,GDDR6,256.0,448.0,140.0,128.0,4096.0,6144.0,19170.0,,192.0
rtx a4500,1050.0,1650.0,2000.0,20480.0,GDDR6,320.0,640.0,200.0,128.0,6144.0,7168.0,23650.0,87000000.0,224.0
rtx a500,1440.0,1770.0,1750.0,4096.0,GDDR6,64.0,112.0,60.0,128.0,2048.0,2048.0,7250.0,,64.0
rtx a5000,1170.0,1695.0,2000.0,24576.0,GDDR6,384.0,768.0,230.0,128.0,6144.0,8192.0,27770.0,99000000.0,256.0
rtx a5000 max q,720.0,1350.0,1500.0,16384.0,GDDR6,256.0,384.0,80.0,128.0,4096.0,6144.0,16590.0,,192.0
rtx a5000 mobile,900.0,1575.0,1750.0,16384.0,GDDR6,256.0,448.0,150.0,128.0,4096.0,6144.0,19350.0,,192.0
rtx a5000 12q,1170.0,1695.0,2000.0,12288.0,GDDR6,384.0,768.0,230.0,128.0,6144.0,8192.0,27770.0,,256.0
rtx a5000 8q,1170.0,1695.0,2000.0,8192.0,GDDR6,384.0,768.0,230.0,128.0,6144.0,8192.0,27770.0,,256.0
t1000,1065.0,1395.0,1250.0,4096.0,GDDR6,128.0,160.0,50.0,64.0,1024.0,896.0,2500.0,,
t1000 8 gb,1065.0,1395.0,1250.0,8192.0,GDDR6,128.0,160.0,50.0,64.0,1024.0,896.0,2500.0,,
t400,420.0,1425.0,1250.0,2048.0,GDDR6,64.0,80.0,30.0,64.0,1024.0,384.0,1094.4,,
t400 4 gb,420.0,1425.0,1250.0,4096.0,GDDR6,64.0,80.0,30.0,64.0,1024.0,384.0,1094.4,,
t600,735.0,1335.0,1250.0,4096.0,GDDR6,128.0,160.0,40.0,64.0,1024.0,640.0,1709.0,,
t600 max q,930.0,1395.0,1250.0,4096.0,GDDR6,128.0,160.0,40.0,64.0,1024.0,896.0,2500.0,,
t600 mobile,780.0,1410.0,1500.0,4096.0,GDDR6,128.0,192.0,40.0,64.0,1024.0,896.0,2527.0,,
a10m,975.0,1635.0,1563.0,20480.0,GDDR6,320.0,500.2,150.0,128.0,6144.0,7168.0,23440.0,,
a800 pcie 40 gb,765.0,1410.0,1215.0,40960.0,HBM2e,5120.0,1597.44,250.0,192.0,40960.0,6912.0,19490.0,,
a800 pcie 80 gb,1065.0,1410.0,1512.0,81920.0,HBM2e,5120.0,1986.56,250.0,192.0,81920.0,6912.0,19490.0,,
a800 sxm4 80 gb,1155.0,1410.0,1593.0,81920.0,HBM2e,5120.0,2088.96,400.0,192.0,40960.0,6912.0,19490.0,,
geforce gtx 1630,1740.0,1785.0,1500.0,4096.0,GDDR6,64.0,96.0,75.0,64.0,1024.0,512.0,1828.0,,0.0
geforce rtx 3050,1545.0,1740.0,1500.0,4096.0,GDDR6,128.0,192.0,90.0,128.0,2048.0,2048.0,7127.0,26500000.0,64.0
geforce rtx 3050 8 gb,1552.0,1777.0,1750.0,8192.0,GDDR6,128.0,224.0,130.0,128.0,2048.0,2560.0,9098.0,,80.0
geforce rtx 3050 8 gb ga107,1552.0,1777.0,1750.0,8192.0,GDDR6,128.0,224.0,115.0,128.0,2048.0,2560.0,9098.0,,80.0
geforce rtx 3050 max q refresh 4 gb,757.0,1125.0,1375.0,4096.0,GDDR6,128.0,176.0,35.0,128.0,2048.0,2048.0,4608.0,,64.0
geforce rtx 3050 max q refresh 6 gb,622.0,990.0,1375.0,6144.0,GDDR6,96.0,132.0,35.0,128.0,2048.0,2560.0,5069.0,,80.0
geforce rtx 3050 mobile refresh 4 gb,652.0,1207.0,1750.0,4096.0,GDDR6,128.0,224.0,45.0,128.0,2048.0,2560.0,6180.0,,80.0
geforce rtx 3050 mobile refresh 6 gb,1237.0,1492.0,1750.0,6144.0,GDDR6,96.0,168.0,75.0,128.0,2048.0,2560.0,7639.0,,80.0
geforce rtx 3050 oem,1515.0,1755.0,1750.0,8192.0,GDDR6,128.0,224.0,130.0,128.0,2048.0,2304.0,8087.0,,72.0
geforce rtx 3060,1320.0,1777.0,1875.0,8192.0,GDDR6,128.0,240.0,170.0,128.0,3072.0,3584.0,12740.0,41000000.0,112.0
geforce rtx 3060 8 gb ga104,1320.0,1777.0,1875.0,8192.0,GDDR6,128.0,240.0,195.0,128.0,3072.0,3584.0,12740.0,,112.0
geforce rtx 3060 ti ga103,1410.0,1665.0,1750.0,8192.0,GDDR6,256.0,448.0,200.0,128.0,4096.0,4864.0,16200.0,,152.0
geforce rtx 3060 ti gddr6x,1410.0,1665.0,1188.0,8192.0,GDDR6X,256.0,608.3,225.0,128.0,4096.0,4864.0,16200.0,,152.0
geforce rtx 3070 ti 16 gb,1575.0,1770.0,1188.0,16384.0,GDDR6X,256.0,608.3,290.0,128.0,4096.0,6144.0,21750.0,,192.0
geforce rtx 3070 ti 8 gb ga102,1575.0,1770.0,1188.0,8192.0,GDDR6X,256.0,608.3,290.0,128.0,4096.0,6144.0,21750.0,,192.0
geforce rtx 3070 ti max q,510.0,1035.0,1500.0,8192.0,GDDR6,256.0,384.0,80.0,128.0,4096.0,5888.0,12190.0,,184.0
geforce rtx 3070 ti mobile,915.0,1410.0,1750.0,8192.0,GDDR6,256.0,448.0,115.0,128.0,4096.0,5888.0,16600.0,,184.0
geforce rtx 3070 tim,915.0,1410.0,1750.0,8192.0,GDDR6,256.0,448.0,220.0,128.0,4096.0,5888.0,16600.0,,184.0
geforce rtx 3080 12 gb,1260.0,1710.0,1188.0,12288.0,GDDR6X,384.0,912.4,350.0,128.0,6144.0,8960.0,30640.0,101500000.0,280.0
geforce rtx 3080 ti 20 gb,1335.0,1665.0,1188.0,20480.0,GDDR6X,320.0,760.3,350.0,128.0,6144.0,10240.0,34100.0,,320.0
geforce rtx 3080 ti max q,585.0,1125.0,1500.0,16384.0,GDDR6,256.0,384.0,80.0,128.0,4096.0,7424.0,16700.0,,232.0
geforce rtx 3080 ti mobile,810.0,1260.0,2000.0,16384.0,GDDR6,256.0,512.0,115.0,128.0,4096.0,7424.0,18710.0,,232.0
geforce rtx 3090 ti,1560.0,1860.0,1313.0,24576.0,GDDR6X,384.0,1034.24,450.0,128.0,6144.0,10752.0,40000.0,128000000.0,336.0
geforce rtx 4080,2205.0,2505.0,1400.0,16384.0,GDDR6X,256.0,716.8,320.0,128.0,65536.0,9728.0,48740.0,87000000.0,304.0
geforce rtx 4080 12 gb,2310.0,2610.0,1313.0,12288.0,GDDR6X,192.0,504.2,285.0,128.0,49152.0,7680.0,40090.0,,240.0
geforce rtx 4090,2235.0,2520.0,1313.0,24576.0,GDDR6X,384.0,1034.24,450.0,128.0,73728.0,16384.0,82580.0,127000000.0,512.0
h100 pcie 80 gb,1095.0,1755.0,1593.0,81920.0,HBM2e,5120.0,2088.96,350.0,256.0,51200.0,14592.0,51220.0,,
h100 sxm5 80 gb,1590.0,1980.0,1313.0,81920.0,HBM3,5120.0,3440.64,700.0,256.0,51200.0,16896.0,66910.0,,
l40,735.0,2490.0,2250.0,49152.0,GDDR6,384.0,864.0,300.0,128.0,98304.0,18176.0,90520.0,,
l40 cnx,1005.0,2475.0,2250.0,24576.0,GDDR6,384.0,864.0,300.0,128.0,49152.0,18176.0,89970.0,,
l40g,1005.0,2475.0,2250.0,24576.0,GDDR6,384.0,864.0,300.0,128.0,49152.0,18176.0,89970.0,,
l40s,1110.0,2520.0,2250.0,49152.0,GDDR6,384.0,864.0,300.0,128.0,49152.0,18176.0,91610.0,,
rtx 6000 ada generation,915.0,2505.0,2500.0,49152.0,GDDR6,384.0,960.0,300.0,128.0,98304.0,18176.0,91060.0,,568.0
rtx a1000 embedded,630.0,1140.0,1750.0,4096.0,GDDR6,128.0,224.0,35.0,128.0,2048.0,2048.0,4669.0,,64.0
rtx a1000 mobile,630.0,1140.0,1375.0,4096.0,GDDR6,128.0,176.0,60.0,128.0,2048.0,2048.0,4669.0,,64.0
rtx a1000 mobile 6 gb,652.0,1140.0,1375.0,6144.0,GDDR6,96.0,132.0,60.0,128.0,2048.0,2560.0,5837.0,,80.0
rtx a2000 embedded,607.0,1177.0,1500.0,4096.0,GDDR6,128.0,192.0,35.0,128.0,2048.0,2560.0,6026.0,,80.0
rtx a3000 mobile 12 gb,855.0,1440.0,1750.0,12288.0,GDDR6,192.0,336.0,115.0,128.0,4096.0,4096.0,11800.0,,128.0
rtx a4500 embedded,510.0,1215.0,1500.0,16384.0,GDDR6,256.0,384.0,80.0,128.0,4096.0,5888.0,14310.0,,184.0
rtx a4500 max q,510.0,1215.0,1750.0,16384.0,GDDR6,256.0,448.0,80.0,128.0,4096.0,5888.0,14310.0,,184.0
rtx a4500 mobile,930.0,1500.0,2000.0,16384.0,GDDR6,256.0,512.0,140.0,128.0,4096.0,5888.0,17660.0,,184.0
rtx a500 embedded,435.0,1335.0,1500.0,4096.0,GDDR6,64.0,96.0,20.0,128.0,2048.0,2048.0,5468.0,,64.0
rtx a500 mobile,832.0,1537.0,1500.0,4096.0,GDDR6,64.0,96.0,30.0,128.0,2048.0,2048.0,6296.0,,64.0
rtx a5500,1080.0,1665.0,2000.0,24576.0,GDDR6,384.0,768.0,230.0,128.0,6144.0,10240.0,34100.0,,320.0
rtx a5500 max q,585.0,1260.0,1750.0,16384.0,GDDR6,256.0,448.0,80.0,128.0,4096.0,7424.0,18710.0,,232.0
rtx a5500 mobile,975.0,1500.0,2000.0,16384.0,GDDR6,256.0,512.0,165.0,128.0,4096.0,7424.0,22270.0,,232.0
t550 mobile,1065.0,1665.0,1500.0,4096.0,GDDR6,64.0,96.0,23.0,64.0,1024.0,1024.0,3410.0,,
geforce rtx 4050,2505.0,2640.0,2250.0,6144.0,GDDR6,96.0,216.0,100.0,128.0,32768.0,2560.0,13520.0,,120.0
geforce rtx 4050 max q,1140.0,1605.0,2000.0,6144.0,GDDR6,96.0,192.0,35.0,128.0,12288.0,2560.0,8218.0,,80.0
geforce rtx 4050 mobile,1455.0,1755.0,2000.0,6144.0,GDDR6,96.0,192.0,50.0,128.0,12288.0,2560.0,8986.0,,80.0
geforce rtx 4060,1830.0,2460.0,2125.0,8192.0,GDDR6,128.0,272.0,115.0,128.0,24576.0,3072.0,15110.0,34000000.0,96.0
geforce rtx 4060 max q,1140.0,1470.0,2000.0,8192.0,GDDR6,128.0,256.0,35.0,128.0,32768.0,3072.0,9032.0,,96.0
geforce rtx 4060 mobile,1545.0,1890.0,2000.0,8192.0,GDDR6,128.0,256.0,115.0,128.0,32768.0,3072.0,11610.0,,96.0
geforce rtx 4060 ti,2310.0,2535.0,2250.0,16384.0,GDDR6,128.0,288.0,165.0,128.0,32768.0,4352.0,22060.0,39000000.0,136.0
geforce rtx 4060 ti 8 gb,2310.0,2535.0,2250.0,8192.0,GDDR6,128.0,288.0,160.0,128.0,32768.0,4352.0,22060.0,,136.0
geforce rtx 4070,1920.0,2475.0,1313.0,12288.0,GDDR6X,192.0,504.2,200.0,128.0,36864.0,5888.0,29150.0,62000000.0,184.0
geforce rtx 4070 max q,735.0,1230.0,2000.0,8192.0,GDDR6,128.0,256.0,35.0,128.0,32768.0,4608.0,11340.0,,144.0
geforce rtx 4070 mobile,1395.0,1695.0,2000.0,8192.0,GDDR6,128.0,256.0,115.0,128.0,32768.0,4608.0,15620.0,,144.0
geforce rtx 4070 ti,2310.0,2610.0,1313.0,12288.0,GDDR6X,192.0,504.2,285.0,128.0,49152.0,7680.0,40090.0,65000000.0,240.0
geforce rtx 4080 max q,795.0,1350.0,2250.0,12288.0,GDDR6,192.0,432.0,60.0,128.0,49152.0,7424.0,20040.0,,232.0
geforce rtx 4080 mobile,1290.0,1665.0,2250.0,12288.0,GDDR6,192.0,432.0,110.0,128.0,49152.0,7424.0,24720.0,,232.0
geforce rtx 4080 ti,2340.0,2610.0,1325.0,16384.0,GDDR6X,256.0,678.4,400.0,128.0,81920.0,14080.0,73500.0,,440.0
geforce rtx 4090 d,2280.0,2520.0,1313.0,24576.0,GDDR6X,384.0,1034.24,425.0,128.0,73728.0,14592.0,73540.0,,456.0
geforce rtx 4090 max q,930.0,1455.0,2250.0,16384.0,GDDR6,256.0,576.0,80.0,128.0,65536.0,9728.0,28310.0,,304.0
geforce rtx 4090 mobile,1335.0,1695.0,2250.0,16384.0,GDDR6,256.0,576.0,120.0,128.0,65536.0,9728.0,32980.0,,304.0
geforce rtx 4090 ti,2325.0,2565.0,1500.0,24576.0,GDDR6X,384.0,1177.6,600.0,128.0,98304.0,18176.0,93240.0,,568.0
h100 cnx,690.0,1845.0,1593.0,81920.0,HBM2e,5120.0,2088.96,350.0,256.0,51200.0,14592.0,53840.0,,
h100 pcie 96 gb,1665.0,1837.0,1313.0,98304.0,HBM3,5120.0,3440.64,700.0,256.0,51200.0,16896.0,62080.0,,
h100 sxm5 64 gb,1665.0,1980.0,1313.0,65536.0,HBM3,3072.0,2068.48,700.0,256.0,30720.0,16896.0,66910.0,,
h100 sxm5 94 gb,1350.0,1980.0,1313.0,96256.0,HBM3,5120.0,3440.64,700.0,256.0,51200.0,16896.0,66910.0,,
h100 sxm5 96 gb,1350.0,1980.0,1313.0,98304.0,HBM3,5120.0,3440.64,700.0,256.0,51200.0,16896.0,66910.0,,
h800 pcie 80 gb,1095.0,1755.0,1593.0,81920.0,HBM2e,5120.0,2088.96,350.0,256.0,51200.0,14592.0,51220.0,,
h800 sxm5,1095.0,1755.0,1313.0,81920.0,HBM3,5120.0,3440.64,700.0,256.0,51200.0,16896.0,59300.0,,
jetson agx orin 32 gb,,,800.0,32768.0,LPDDR5,256.0,204.8,40.0,128.0,256.0,1792.0,3333.0,,
jetson agx orin 64 gb,,,800.0,65536.0,LPDDR5,256.0,204.8,60.0,128.0,256.0,2048.0,5325.0,,
jetson orin nano 4 gb,,,533.0,4096.0,LPDDR5,64.0,34.11,10.0,128.0,256.0,512.0,640.0,,
jetson orin nano 8 gb,,,533.0,8192.0,LPDDR5,128.0,68.22,15.0,128.0,256.0,1024.0,1280.0,,
jetson orin nx 16 gb,,,800.0,16384.0,LPDDR5,128.0,102.4,25.0,128.0,256.0,1024.0,1880.0,,
jetson orin nx 8 gb,,,800.0,8192.0,LPDDR5,128.0,102.4,20.0,128.0,256.0,1024.0,1567.0,,
l20,1440.0,2520.0,2250.0,49152.0,GDDR6,384.0,864.0,275.0,128.0,98304.0,11776.0,59350.0,,
l4,795.0,2040.0,1563.0,24576.0,GDDR6,192.0,300.1,72.0,128.0,49152.0,7424.0,30290.0,,
rtx 2000 embedded ada generation,1530.0,2010.0,2000.0,8192.0,GDDR6,128.0,256.0,50.0,128.0,12288.0,3072.0,12350.0,,96.0
rtx 2000 max q ada generation,930.0,1455.0,2000.0,8192.0,GDDR6,128.0,256.0,35.0,128.0,12288.0,3072.0,8940.0,,96.0
rtx 2000 mobile ada generation,1635.0,2115.0,2000.0,8192.0,GDDR6,128.0,256.0,50.0,128.0,12288.0,3072.0,12990.0,,96.0
rtx 3000 mobile ada generation,1395.0,1695.0,2000.0,8192.0,GDDR6,128.0,256.0,115.0,128.0,32768.0,4608.0,15620.0,,144.0
rtx 3500 embedded ada generation,1725.0,2250.0,2250.0,12288.0,GDDR6,192.0,432.0,100.0,128.0,49152.0,5120.0,23040.0,,160.0
rtx 3500 mobile ada generation,1110.0,1545.0,2250.0,12288.0,GDDR6,192.0,432.0,100.0,128.0,49152.0,5120.0,15820.0,,160.0
rtx 4000 ada generation,1500.0,2175.0,2250.0,20480.0,GDDR6,160.0,360.0,130.0,128.0,49152.0,6144.0,26730.0,,192.0
rtx 4000 mobile ada generation,1290.0,1665.0,2250.0,12288.0,GDDR6,192.0,432.0,110.0,128.0,49152.0,7424.0,24720.0,,232.0
rtx 4000 sff ada generation,720.0,1560.0,1750.0,20480.0,GDDR6,160.0,280.0,70.0,128.0,49152.0,6144.0,19170.0,,192.0
rtx 4500 ada generation,2070.0,2580.0,2250.0,24576.0,GDDR6,192.0,432.0,210.0,128.0,49152.0,7680.0,39630.0,,240.0
rtx 5000 ada generation,1155.0,2550.0,2250.0,32768.0,GDDR6,256.0,576.0,250.0,128.0,73728.0,12800.0,65280.0,,400.0
rtx 5000 embedded ada generation,930.0,1680.0,2250.0,16384.0,GDDR6,256.0,576.0,120.0,128.0,65536.0,9728.0,32689.999999999996,,304.0
rtx 5000 embedded ada generation x2,930.0,1680.0,2250.0,16384.0,GDDR6,256.0,576.0,150.0,128.0,65536.0,9728.0,32689.999999999996,,304.0
rtx 5000 max q ada generation,930.0,1680.0,2250.0,16384.0,GDDR6,256.0,576.0,120.0,128.0,65536.0,9728.0,32689.999999999996,,304.0
rtx 5000 mobile ada generation,1425.0,2115.0,2250.0,16384.0,GDDR6,256.0,576.0,120.0,128.0,65536.0,9728.0,41150.0,,304.0
titan ada,2235.0,2520.0,1500.0,49152.0,GDDR6X,384.0,1177.6,800.0,128.0,98304.0,18432.0,92900.0,,
b100,1665.0,1837.0,2000.0,98304.0,HBM3e,4096.0,4198.4,1000.0,256.0,51200.0,16896.0,62080.0,,
b200 sxm 192 gb,1665.0,1837.0,2000.0,98304.0,HBM3e,4096.0,4198.4,1000.0,256.0,51200.0,16896.0,62080.0,,
